Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
BUENOS AIRES,José C. Paz,Del Viso,0,278,0,0,3,0,0,0
BUENOS AIRES,José C. Paz,José C Paz,1282,30382,82,19351,2139,2,0,117
BUENOS AIRES,José C. Paz,Tortuguitas,0,1882,0,0,57,0,0,0
BUENOS AIRES,Junín,Agustín Roca,0,0,0,89,0,0,0,210
BUENOS AIRES,Junín,Agustina,0,0,0,8,0,0,0,0
BUENOS AIRES,Junín,Balneario Laguna de Gómez,0,0,0,0,0,0,0,4
BUENOS AIRES,Junín,Fortín Tiburcio,0,0,0,0,0,0,0,72
BUENOS AIRES,Junín,Junín,2637,18504,84,4969,3,1,0,7694
BUENOS AIRES,Junín,Laplacette,0,0,0,1,0,0,16,0
BUENOS AIRES,Junín,Morse,0,57,0,254,0,0,0,117
BUENOS AIRES,Junín,Saforcada,0,0,0,0,1,0,0,75
BUENOS AIRES,La Costa,Las Toninas,365,1076,1,68,401,0,0,26
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,1349,4326,28,9065,1041,0,0,1
BUENOS AIRES,La Costa,San Clemente del Tuyú,1422,3551,3,4943,1172,0,0,40
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,2329,7654,13,917,2,0,0,201
BUENOS AIRES,La Costa,Aguas Verdes,28,0,0,141,0,0,0,1
BUENOS AIRES,La Costa,Lucila Del Mar,101,943,0,1471,205,0,0,1
BUENOS AIRES,La Matanza,20 De Junio,4,756,2,1113,20,0,0,2
BUENOS AIRES,La Matanza,Aldo Bonzi,1,2898,0,0,82,0,0,2
BUENOS AIRES,La Matanza,Ciudad Evita,40,10650,26,3582,350,0,0,108
BUENOS AIRES,La Matanza,Gonzalez Catán,12,30097,25,14226,814,7,0,1432
BUENOS AIRES,La Matanza,Gregorio De Laferrere,18,27705,14,19816,693,0,0,1469
BUENOS AIRES,La Matanza,Isidro Casanova,25,22344,30,28971,628,0,0,261
BUENOS AIRES,La Matanza,La Tablada,36,15251,2,896,466,0,0,972
BUENOS AIRES,La Matanza,Lomas Del Mirador,51,12336,8,1305,366,0,0,66
BUENOS AIRES,La Matanza,Rafael Castillo,12,15110,10,9096,408,0,0,278
BUENOS AIRES,La Matanza,Ramos Mejía,518,37837,79,9234,752,2,0,20
BUENOS AIRES,La Matanza,San Justo,131,25374,98,16033,791,1,0,879
BUENOS AIRES,La Matanza,Tapiales,233,3897,25,9651,1574,1,0,2
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,50,17181,48,13065,569,0,0,174
BUENOS AIRES,La Matanza,Villa Luzuriaga,4,16802,1,1,424,0,0,115
BUENOS AIRES,La Matanza,Virrey Del Pino,4526,21833,0,235,732,0,0,348
BUENOS AIRES,La Plata,Abasto,0,682,0,5820,14,0,0,10
BUENOS AIRES,La Plata,Angel Etcheverry,0,761,0,0,13,0,0,11
BUENOS AIRES,La Plata,Arturo Segui,0,222,0,0,0,0,0,0
BUENOS AIRES,La Plata,Barrio El Peligro,213,0,0,189,0,0,0,0
BUENOS AIRES,La Plata,City Bell,0,12782,0,1790,177,0,0,145
BUENOS AIRES,La Plata,colonia la plata,23,0,0,19,0,0,0,0
BUENOS AIRES,La Plata,Ignacio Correas,0,0,0,0,2,0,0,46
BUENOS AIRES,La Plata,Joaquin Gorina,0,841,0,210,0,0,0,0
BUENOS AIRES,La Plata,Jose Hernandez,0,33,0,40,0,0,0,0
BUENOS AIRES,La Plata,Jose Melchor Romero,0,957,0,0,21,0,0,10
BUENOS AIRES,La Plata,La Cumbre,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,La Plata,7362,136126,517,54565,2651,9,0,3908
BUENOS AIRES,La Plata,Lisandro Olmos,0,2990,0,14,73,0,0,10
BUENOS AIRES,La Plata,Los Hornos,0,3653,0,1454,105,0,0,145
BUENOS AIRES,La Plata,Manuel B Gonnet,0,12399,0,1109,127,0,0,0
BUENOS AIRES,La Plata,OTROS,0,22,0,9,0,0,0,0
BUENOS AIRES,La Plata,Ringuelet,0,3908,0,410,52,0,0,0
BUENOS AIRES,La Plata,Tolosa,0,13459,0,1082,178,0,0,0
BUENOS AIRES,La Plata,Villa Elisa,0,5572,0,417,474,0,0,145
BUENOS AIRES,La Plata,Villa Elvira,0,4942,0,554,139,0,0,145
BUENOS AIRES,La Plata,ruta del sol,89,0,0,81,0,0,0,0
BUENOS AIRES,La Plata,El Retiro,0,0,0,1,0,0,0,0
BUENOS AIRES,La Plata,Transradio,0,0,0,0,0,1,0,0
BUENOS AIRES,La Plata,Arana,0,0,0,0,0,0,0,96
BUENOS AIRES,La Plata,Villa Garibaldi,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,Villa Parque Sicardi,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,Barrio Gambier,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,Villa Montoro,0,0,0,0,0,0,0,145
BUENOS AIRES,La Plata,Country Club El Rodeo,0,0,0,189,0,0,0,0
BUENOS AIRES,Lanús,Gerli,7,5916,14,6439,96,0,0,0
BUENOS AIRES,Lanús,Lanús Este,239,26720,78,16896,208,1,0,264
BUENOS AIRES,Lanús,Lanús Oeste,0,12134,1,16197,435,0,0,364
BUENOS AIRES,Lanús,Monte Chingolo,9,10744,43,18381,273,0,0,0
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,15,13538,19,6808,232,0,0,344
BUENOS AIRES,Lanús,Valentín Alsina,63,7096,75,13245,105,0,0,2
BUENOS AIRES,Laprida,Laprida,0,22,0,2793,0,0,0,0
BUENOS AIRES,Laprida,Pueblo Nuevo,0,0,0,0,0,0,0,8
BUENOS AIRES,Laprida,Pueblo San Jorge,0,0,0,0,0,0,0,117
BUENOS AIRES,Las Flores,Las Flores,1411,0,0,3576,0,0,0,791
BUENOS AIRES,Las Flores,Coronel Boerr,0,0,0,0,0,0,0,3
BUENOS AIRES,Las Flores,El Trigo,0,0,0,1,0,0,0,3
BUENOS AIRES,Las Flores,Pardo,0,0,0,0,0,0,0,4
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,2,0,0,0,2,0,0,2
BUENOS AIRES,Leandro N. Alem,El Dorado,0,0,0,4,0,1,0,108
BUENOS AIRES,Leandro N. Alem,Fortín Acha,0,0,0,0,0,0,0,39
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),252,457,0,396,0,0,0,12
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,0,185,0,0,0,0,0,65
BUENOS AIRES,Leandro N. Alem,Vedia,814,0,1,11,0,1,0,1167
BUENOS AIRES,Lincoln,Bayauca,0,0,0,0,1,0,0,43
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),288,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,El Triunfo,0,0,1,10,0,0,0,0
BUENOS AIRES,Lincoln,Las Toscas,330,0,0,0,0,0,0,0
BUENOS AIRES,Lincoln,Lincoln,703,9224,38,64,1,0,0,0
BUENOS AIRES,Lincoln,Pasteur,0,0,0,0,0,2,0,461
BUENOS AIRES,Lincoln,Roberts,0,0,1,699,0,0,0,0
BUENOS AIRES,Lincoln,Arenaza,0,0,0,293,0,0,0,0
BUENOS AIRES,Lincoln,Carlos Salas,0,0,0,0,0,0,0,123
BUENOS AIRES,Lobería,Lobería,634,0,5,1497,15,1,0,701
BUENOS AIRES,Lobería,San Manuel,0,0,0,377,0,0,0,139
BUENOS AIRES,Lobería,Pieres,0,0,0,0,0,0,0,14
BUENOS AIRES,Lobería,Licenciado Matienzo,0,0,0,0,0,0,0,21
BUENOS AIRES,Lobos,Antonio Carboni,2,0,1,122,156,0,0,101
BUENOS AIRES,Lobos,Elvira,0,0,0,61,0,0,0,74
BUENOS AIRES,Lobos,Lobos,587,1,10,3273,1,0,0,1510
BUENOS AIRES,Lobos,Salvador María,87,0,0,446,0,0,0,265
BUENOS AIRES,Lomas De Zamora,Banfield,163,60922,77,10586,1195,1,0,0
BUENOS AIRES,Lomas De Zamora,Llavallol,21,7328,32,7259,142,0,0,2
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,290,35694,109,12989,906,2,0,2348
BUENOS AIRES,Lomas De Zamora,Temperley,10,25548,19,9322,549,2,0,0
BUENOS AIRES,Lomas De Zamora,Turdera,11,2436,20,7031,36,0,0,0
BUENOS AIRES,Lomas De Zamora,Villa Centenario,0,36,0,0,0,0,0,300
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,0,461,0,1,3,0,0,666
BUENOS AIRES,Luján,Barrio Las Casuarinas,0,0,0,208,0,0,0,25
BUENOS AIRES,Luján,Carlos Keen,0,0,0,0,0,0,0,20
BUENOS AIRES,Luján,Cortines,71,0,0,405,0,0,0,41
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),425,1107,0,2647,0,0,0,20
BUENOS AIRES,Luján,Lezica y Torrezuri,0,0,0,0,0,0,0,38
BUENOS AIRES,Luján,Luján,1681,13346,36,1155,7,1,0,12917
BUENOS AIRES,Luján,Olivera,0,0,0,5,0,0,0,42
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),190,0,4,0,0,0,0,49
BUENOS AIRES,Luján,OTROS,0,0,0,0,0,0,0,42
BUENOS AIRES,Luján,Torres,99,0,0,0,0,0,0,21
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),0,544,0,354,0,0,0,114
BUENOS AIRES,Magdalena,Magdalena,604,0,1,3131,0,0,437,199
BUENOS AIRES,Magdalena,Vieytes,0,0,0,28,0,0,0,84
BUENOS AIRES,Maipú,Las Armas,90,0,0,0,0,0,0,54
BUENOS AIRES,Maipú,Maipú,518,0,7,0,1100,0,0,20
BUENOS AIRES,Maipú,Santo Domingo,0,0,0,0,0,1,0,7
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,101,0,0,110,0,0,0,0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,477,7233,0,8104,386,0,0,0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,20,3609,0,2,120,0,0,110
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,25,3258,3,1889,109,0,0,1
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,126,6998,23,6519,324,1,0,1
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,0,77,0,2,0,1,0,14
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,1040,4315,1,48,7239,0,0,0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,15,3719,3,2684,160,0,0,22
BUENOS AIRES,Mar Chiquita,Coronel Vidal,3,1607,0,284,0,0,0,118
BUENOS AIRES,Mar Chiquita,General Pirán,0,0,1,750,0,0,0,44
BUENOS AIRES,Mar Chiquita,La Armonía,0,0,0,0,0,0,0,101
BUENOS AIRES,Mar Chiquita,Mar de Cobo,158,0,1,1439,0,0,0,0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,1617,1695,0,1805,0,0,0,558
BUENOS AIRES,Mar Chiquita,Vivoratá,0,0,0,15,0,0,0,303
BUENOS AIRES,Mar Chiquita,La Caleta,0,0,0,0,0,0,0,157
BUENOS AIRES,Marcos Paz,Marcos Paz,1031,8752,10,3954,28,1,0,12
BUENOS AIRES,Mercedes,Mercedes,879,6326,58,4519,0,3,0,1596
BUENOS AIRES,Mercedes,Gowland,0,0,0,5,0,0,0,101
BUENOS AIRES,Mercedes,Jorge Born,0,0,0,0,0,0,0,5
BUENOS AIRES,Merlo,Libertad,22,12883,12,16136,455,1,0,1763
BUENOS AIRES,Merlo,Mariano Acosta,1818,8183,0,8676,270,0,0,5
BUENOS AIRES,Merlo,Merlo,180,40073,66,26686,1157,1,0,1374
BUENOS AIRES,Merlo,OTROS,0,0,0,1,0,0,0,0
BUENOS AIRES,Merlo,Pontevedra,405,4170,2,2907,81,0,0,1273
BUENOS AIRES,Merlo,San Antonio De Padua,4,7213,3,6112,151,0,0,460
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),563,1950,3,4627,0,0,0,367
BUENOS AIRES,Monte,Abbott,0,0,0,302,0,0,0,18
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,0,0,0,829,0,0,0,0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6,0,0,6158,0,0,0,0
BUENOS AIRES,Moreno,Cuartel V,0,1684,3,690,0,0,0,128
BUENOS AIRES,Moreno,Francisco Alvarez,596,5191,10,1170,311,0,0,199
BUENOS AIRES,Moreno,La Reja,4,5769,8,2182,698,1,0,150
BUENOS AIRES,Moreno,Moreno,78,52018,82,19934,844,2,0,577
BUENOS AIRES,Moreno,Paso Del Rey,0,8000,0,2529,416,3,0,72
BUENOS AIRES,Moreno,Trujui,40,4977,13,13922,206,0,0,110
BUENOS AIRES,Morón,Castelar,6,18911,0,11690,359,0,0,99
BUENOS AIRES,Morón,El Palomar,8,9908,4,4558,147,1,0,19
BUENOS AIRES,Morón,Haedo,107,9997,97,14876,163,0,0,33
BUENOS AIRES,Morón,Moron,522,21597,68,19985,439,3,0,19
BUENOS AIRES,Morón,Villa Sarmiento,8,4699,19,5016,64,0,0,91
BUENOS AIRES,Navarro,Las Marianas,0,0,0,0,0,0,0,214
BUENOS AIRES,Navarro,Navarro,304,1919,2,2094,0,1,0,128
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),0,0,0,6,0,0,0,185
BUENOS AIRES,Navarro,José Juan Almeyra,0,0,0,0,0,0,0,99
BUENOS AIRES,Necochea,Claraz,0,0,0,0,0,0,0,105
BUENOS AIRES,Necochea,Juan N. Fernández,525,0,0,0,0,2,0,113
BUENOS AIRES,Necochea,Necochea - Quequén,2444,3447,145,16887,29,1,0,3316
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),1,0,2,0,0,0,0,776
BUENOS AIRES,Necochea,OTROS,0,0,0,0,0,0,0,16
BUENOS AIRES,Necochea,Energía,0,0,0,0,0,0,0,24
BUENOS AIRES,Olavarría,Hinojo,9,0,0,118,0,1,0,1
BUENOS AIRES,Olavarría,Olavarría,2675,19985,6,3542,0,5,0,0
BUENOS AIRES,Olavarría,Sierra Chica,0,569,0,0,0,0,0,0
BUENOS AIRES,Olavarría,Sierras Bayas,256,0,1,0,0,0,0,0
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,195,0,0,0,0,0,0,0
BUENOS AIRES,OTROS,OTROS,0,0,0,0,25085,0,0,0
BUENOS AIRES,Patagones,Bahía San Blas,0,0,1,0,0,0,0,4
BUENOS AIRES,Patagones,Carmen de Patagones,852,0,24,4159,3,1,0,13
BUENOS AIRES,Patagones,José B. Casas,0,0,0,0,1,0,0,5
BUENOS AIRES,Patagones,Juan A. Pradere,0,84,0,0,1,0,0,4
BUENOS AIRES,Patagones,Stroeder,0,0,1,781,1,0,0,16
BUENOS AIRES,Patagones,Villalonga,101,0,6,994,0,0,0,147
BUENOS AIRES,Pehuajó,Chiclana,0,0,0,0,0,0,0,9
BUENOS AIRES,Pehuajó,Francisco Madero,0,0,1,0,0,0,0,3
BUENOS AIRES,Pehuajó,Juan José Paso,0,0,0,28,0,0,0,385
BUENOS AIRES,Pehuajó,Magdala,0,0,0,0,0,0,0,7
BUENOS AIRES,Pehuajó,Mones Cazón,0,0,0,0,0,0,0,3
BUENOS AIRES,Pehuajó,Pehuajó,3701,1,65,2516,1,0,0,265
BUENOS AIRES,Pehuajó,San Esteban,0,0,0,0,0,0,0,3
BUENOS AIRES,Pehuajó,Capitán Castro,0,0,0,0,0,0,0,3
BUENOS AIRES,Pehuajó,Inocencio Sosa,0,0,0,0,0,0,0,3
BUENOS AIRES,Pehuajó,Nueva Plata,0,0,0,0,0,0,0,3
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),0,0,0,0,0,0,0,3
BUENOS AIRES,Pellegrini,Pellegrini,240,1159,4,0,0,3,0,32
BUENOS AIRES,Pellegrini,Bocayuva,0,0,0,1,0,0,0,0
BUENOS AIRES,Pergamino,Acevedo,115,149,0,0,0,0,0,180
BUENOS AIRES,Pergamino,Fontezuela,14,0,0,118,0,0,0,5
BUENOS AIRES,Pergamino,Guerrico,0,61,0,0,0,0,0,55
BUENOS AIRES,Pergamino,Juan A. de la Peña,0,0,0,0,0,0,0,45
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),29,0,0,309,0,0,0,15
BUENOS AIRES,Pergamino,La Violeta,346,0,0,0,0,0,0,0
BUENOS AIRES,Pergamino,Manuel Ocampo,0,0,0,448,0,0,0,44
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),0,0,0,300,0,1,0,0
BUENOS AIRES,Pergamino,Pergamino,1998,19596,77,2183,0,3,0,2753
BUENOS AIRES,Pergamino,Pinzón,0,0,0,0,0,0,0,1
BUENOS AIRES,Pergamino,Rancagua,109,0,0,102,0,0,0,0
BUENOS AIRES,Pergamino,Villa San José,0,0,0,3,0,0,0,0
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),0,330,0,0,0,0,0,0
BUENOS AIRES,Pila,Casalins,0,0,0,0,0,0,0,5
BUENOS AIRES,Pila,Pila,0,0,1,23,0,0,0,51
BUENOS AIRES,Pilar,Del Viso,15837,3797,0,17,148,0,0,553
BUENOS AIRES,Pilar,Fátima,270,277,0,2692,17,0,0,1
BUENOS AIRES,Pilar,La Lonja,2991,1551,0,224,11,0,0,467
BUENOS AIRES,Pilar,Los Cachorros,0,3938,0,0,214,0,0,0
BUENOS AIRES,Pilar,Manzanares,0,997,0,3,120,0,0,3
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),0,0,0,0,0,0,0,54
BUENOS AIRES,Pilar,OTROS,0,1,0,5,0,0,0,268
BUENOS AIRES,Pilar,Pilar,2211,28809,33,14046,1705,4,90,627
BUENOS AIRES,Pilar,Presidente Derqui,1565,6316,0,108,222,0,0,604
BUENOS AIRES,Pilar,Santa Teresa,0,0,0,0,0,2,0,0
BUENOS AIRES,Pilar,Tortuguitas,0,0,0,2,0,2,0,3
BUENOS AIRES,Pilar,Villa Astolfi,0,1651,0,1,55,0,0,9
BUENOS AIRES,Pilar,Villa Rosa,300,7371,3,2205,132,0,360,441
BUENOS AIRES,Pilar,Zelaya,8,14,0,0,4,0,0,5
BUENOS AIRES,Pilar,Manuel Alberti,0,1930,0,648,0,0,0,0
BUENOS AIRES,Pinamar,Pinamar,6128,3508,0,18133,1000,3,0,0
BUENOS AIRES,Presidente Perón,Guernica,20,12572,8,8778,274,0,0,112
BUENOS AIRES,Puán,Bordenave,0,0,0,172,0,1,0,159
BUENOS AIRES,Puán,Darregueira,205,946,1,1110,0,0,0,87
BUENOS AIRES,Puán,Puán,0,2098,0,1,0,1,0,92
BUENOS AIRES,Puán,Villa Iris,0,0,0,672,5,0,0,202
BUENOS AIRES,Puán,San Germán,0,0,0,0,0,0,0,53
BUENOS AIRES,Punta Indio,Pipinas,0,114,0,0,0,0,0,0
BUENOS AIRES,Punta Indio,Verónica,178,816,0,6,0,0,0,0
BUENOS AIRES,Punta Indio,Punta Indio,0,0,0,0,0,0,0,115
BUENOS AIRES,Quilmes,Bernal,12,21346,67,10513,398,1,0,0
BUENOS AIRES,Quilmes,Bernal Oeste,48,3856,3,1819,28,0,0,0
BUENOS AIRES,Quilmes,Don Bosco,0,3038,0,22,72,0,0,0
BUENOS AIRES,Quilmes,Ezpeleta,2,13082,7,3384,318,0,0,319
BUENOS AIRES,Quilmes,Ezpeleta Oeste,2,1514,8,4485,16,0,0,0
BUENOS AIRES,Quilmes,Quilmes,49,48757,74,13383,1077,2,0,141
BUENOS AIRES,Quilmes,Quilmes Oeste,44,7763,48,14282,40,0,0,2
BUENOS AIRES,Quilmes,San Francisco Solano,1,11715,0,15,339,0,0,114
BUENOS AIRES,Quilmes,Villa La Florida,2,5463,5,6519,102,0,0,114
BUENOS AIRES,Ramallo,El Paraíso,17,0,0,63,0,0,0,39
BUENOS AIRES,Ramallo,Pérez Millán,0,0,0,1,0,0,0,0
BUENOS AIRES,Ramallo,Ramallo,371,1313,0,1982,0,1,0,642
BUENOS AIRES,Ramallo,Villa Ramallo,559,2233,0,226,0,0,0,139
BUENOS AIRES,Rauch,OTROS,0,0,0,0,0,0,0,15
BUENOS AIRES,Rauch,Rauch,896,0,6,514,0,1,0,93
BUENOS AIRES,Rivadavia,América,565,928,0,1023,344,1,0,810
BUENOS AIRES,Rivadavia,Fortín Olavarría,272,0,0,142,69,0,0,0
BUENOS AIRES,Rivadavia,González Moreno,0,0,0,0,0,0,0,1
BUENOS AIRES,Rivadavia,Sansinena,0,0,0,140,62,0,0,175
BUENOS AIRES,Rojas,Las Carabelas,0,0,0,195,0,1,0,47
BUENOS AIRES,Rojas,Rojas,522,3747,2,1152,0,0,0,1479
BUENOS AIRES,Rojas,Rafael Obligado,0,0,0,0,0,0,0,26
BUENOS AIRES,Roque Pérez,Carlos Beguerie,0,0,0,156,0,0,0,39
BUENOS AIRES,Roque Pérez,Roque Pérez,157,561,1,1749,0,0,0,293
BUENOS AIRES,Saavedra,Espartillar,0,0,0,314,0,0,0,79
BUENOS AIRES,Saavedra,Pigüé,164,0,3,5107,0,0,0,0
BUENOS AIRES,Saavedra,Saavedra,0,0,0,9,0,0,0,23
BUENOS AIRES,Saavedra,Goyena,0,0,0,44,0,0,0,0
BUENOS AIRES,Saavedra,Arroyo Corto,0,0,0,259,0,0,0,0
BUENOS AIRES,Saladillo,Del Carril,0,0,0,0,0,0,0,2
BUENOS AIRES,Saladillo,Saladillo,548,4691,0,4324,47,1,0,392
BUENOS AIRES,Saladillo,Cazón,0,0,0,45,0,0,0,0
BUENOS AIRES,Saladillo,Alvarez de Toledo,0,0,0,40,0,0,0,0
BUENOS AIRES,Salliqueló,Quenumá,0,0,0,0,36,0,0,0
BUENOS AIRES,Salliqueló,Salliqueló,128,0,3,0,0,2,0,0
BUENOS AIRES,Salto,Arroyo Dulce,438,0,0,51,0,0,0,37
BUENOS AIRES,Salto,Gahan,181,0,0,0,0,0,10,0
BUENOS AIRES,Salto,Inés Indart,0,0,0,15,189,0,0,41
BUENOS AIRES,Salto,Salto,809,1463,0,8131,0,0,0,677
BUENOS AIRES,Salto,La Invencible,0,0,0,0,0,0,0,28
BUENOS AIRES,San Andrés de Giles,Azcuénaga,0,0,0,55,7,0,0,54
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,388,791,1,3725,486,1,0,0
BUENOS AIRES,San Andrés de Giles,Solís,46,0,0,261,0,1,0,107
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,0,0,0,140,0,0,0,86
BUENOS AIRES,San Andrés de Giles,Villa Espil,0,0,0,0,0,0,0,104
BUENOS AIRES,San Andrés de Giles,Cucullú,0,0,0,0,218,0,0,24
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,965,1993,5,3205,0,1,0,2223
BUENOS AIRES,San Antonio de Areco,Villa Lía,165,0,0,362,0,0,0,56
BUENOS AIRES,San Antonio de Areco,Duggan,0,0,0,231,0,0,0,278
BUENOS AIRES,San Cayetano,Balneario San Cayetano,0,0,0,135,0,0,0,1
BUENOS AIRES,San Cayetano,San Cayetano,116,1054,0,902,0,0,0,268
BUENOS AIRES,San Cayetano,Ochandío,0,0,0,0,0,0,0,15
BUENOS AIRES,San Fernando,San Fernando,130,15419,2,12222,175,0,0,109
BUENOS AIRES,San Fernando,Victoria,71,12058,2,4369,78,2,0,1
BUENOS AIRES,San Fernando,Virreyes,13,6758,0,4527,101,0,0,0
BUENOS AIRES,San Isidro,Acassuso,25,4563,1,1292,52,1,0,0
BUENOS AIRES,San Isidro,Beccar,114,14769,0,2435,182,0,0,80
BUENOS AIRES,San Isidro,Boulogne Sur Mer,94,17356,4,7313,277,1,0,3
BUENOS AIRES,San Isidro,Martínez,186,20572,50,9460,189,1,0,0
BUENOS AIRES,San Isidro,San Isidro,108,18148,3,5098,192,1,0,1
BUENOS AIRES,San Isidro,Villa Adelina,35,8545,0,3572,109,0,0,0
BUENOS AIRES,San Miguel,Bella Vista,54,3740,36,8289,10,2,0,1409
BUENOS AIRES,San Miguel,Campo De Mayo,0,0,0,0,0,1,0,0
BUENOS AIRES,San Miguel,Muñiz,52,3670,5,1936,0,0,0,0
BUENOS AIRES,San Miguel,San Miguel,295,80985,60,13423,47,2,0,604
BUENOS AIRES,San Nicolás,Conesa,670,0,0,1402,0,1,0,49
BUENOS AIRES,San Nicolás,Erézcano,0,0,0,0,0,0,0,108
BUENOS AIRES,San Nicolás,General Rojo,0,0,0,608,0,0,0,0
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,4911,15098,2,17762,0,2,0,53
BUENOS AIRES,San Pedro,Río Tala,0,0,0,2,237,0,0,0
BUENOS AIRES,San Pedro,San Pedro,1260,5176,0,10123,78,3,0,202
BUENOS AIRES,San Pedro,Santa Lucía,0,0,0,3,0,2,0,0
BUENOS AIRES,San Pedro,Pueblo Doyle,0,0,0,0,0,0,0,8
BUENOS AIRES,San Vicente,Alejandro Korn,14,3333,4,7017,81,0,0,332
BUENOS AIRES,San Vicente,Domselaar,0,1253,0,0,0,0,0,52
BUENOS AIRES,San Vicente,San Vicente,395,4340,4,604,195,0,0,395
BUENOS AIRES,Suipacha,General Rivas,96,0,0,0,0,0,0,123
BUENOS AIRES,Suipacha,Suipacha,219,0,2,3307,0,0,0,506
BUENOS AIRES,Tandil,De la Canal,0,0,0,0,5,0,0,39
BUENOS AIRES,Tandil,Gardey,0,0,0,281,36,0,0,23
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),268,0,0,0,0,0,0,25
BUENOS AIRES,Tandil,OTROS,0,0,0,0,45,0,0,0
BUENOS AIRES,Tandil,Tandil,797,42239,184,3326,83,3,0,1004
BUENOS AIRES,Tandil,Desvío Aguirre,0,0,0,12,0,0,0,1
BUENOS AIRES,Tapalqué,Tapalqué,0,0,0,1,0,1,0,0
BUENOS AIRES,Tigre,Benavídez,815,9095,0,11278,338,3,0,1605
BUENOS AIRES,Tigre,Dique Luján,9,2472,0,253,0,0,0,104
BUENOS AIRES,Tigre,Don Torcuato Este,64,12784,3,12962,177,0,0,23
BUENOS AIRES,Tigre,El Talar,26,7328,0,8545,124,0,0,79
BUENOS AIRES,Tigre,General Pacheco,1274,11436,1,4944,183,2,0,10
BUENOS AIRES,Tigre,Los Troncos Del Talar,36,6460,0,3716,89,1,0,0
BUENOS AIRES,Tigre,OTROS,0,0,0,2,0,0,0,0
BUENOS AIRES,Tigre,Ricardo Rojas,1050,3649,0,2426,53,0,0,0
BUENOS AIRES,Tigre,Rincón de Milberg,256,9356,0,2516,178,0,0,45
BUENOS AIRES,Tigre,Tigre,59,12387,0,6620,314,5,0,176
BUENOS AIRES,Tigre,Don Torcuato Oeste,0,0,0,1,0,0,0,186
BUENOS AIRES,Tigre,Nordelta,0,5707,0,3831,0,0,0,0
BUENOS AIRES,Tordillo,General Conesa,35,227,0,0,0,0,0,63
BUENOS AIRES,Tordillo,Villa Roch,0,0,0,0,0,0,0,11
BUENOS AIRES,Tornquist,Saldungaray,616,0,0,0,0,0,0,0
BUENOS AIRES,Tornquist,Sierra de la Ventana,0,486,0,727,0,0,0,0
BUENOS AIRES,Tornquist,Tornquist,110,966,0,1461,0,1,0,0
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,0,119,0,0,0,0,0,0
BUENOS AIRES,Tornquist,Villa Ventana,475,0,0,0,0,0,0,0
